review_id,umkm_id,rating,rasa,harga,pelayanan,text
41af32d6f933d1b8,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,tempat makan nasi goreng terenak di medan
ab01569dee5719e7,istana_nasi_goreng,4,positif,tidak_disebut,tidak_disebut,"Makanannya enak , porsinya juga lumayan"
225c89d240640544,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,Untuk anak medan pasti udah kenal nasi goreng disini
b2daa15158949aa6,istana_nasi_goreng,4,netral,tidak_disebut,tidak_disebut,Lumayan
8cc0bfe44ce8e561,istana_nasi_goreng,5,positif,tidak_disebut,tidak_disebut,Nasi goreng dan mie tiaw gorengnya paling top 🤩 …
187fba216bce834f,istana_nasi_goreng,4,tidak_disebut,tidak_disebut,positif,Pelayanan nya cepat dan ramah
bcc9d2bd861d714e,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,"Lapar tengah malam kesini aja, nasi goreng dengan semur ayam sbg toping"
003fb2e3cbd9e1a5,istana_nasi_goreng,4,tidak_disebut,tidak_disebut,tidak_disebut,Bagus
71ebde12241b9978,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,😘👍 …
2032d7885bf74706,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,"Posisinya tepat di persimpangan jalan antara jalan katamso dan Juanda. Nasi goreng dengan porsi lumayan jumbo, lengkap dengan toping ayam rendang plus telur dadar. Rekomendasi buat para pecinta nasi goreng, dan yang suka lapar saat waktu sudah tengah malam."
6f407bfdcbce083b,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,👍 …
e5a35ae9fc6c9777,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,Nasi goreng nya mantul👍👍 …
c11dffe62a1bc0a1,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,istana nasi goreng
41a9c564f8f47b4c,istana_nasi_goreng,5,positif,positif,tidak_disebut,"Nasi goreng, mie tiaw, mie ifo... semuanya enak
harga murah dan menyenangkan"
d763304a683494c9,istana_nasi_goreng,3,netral,tidak_disebut,tidak_disebut,"Biasa aja,"
e1c9dc530c90e1a7,istana_nasi_goreng,5,positif,tidak_disebut,tidak_disebut,Sangat enak
d27c6c9800a67293,istana_nasi_goreng,5,positif,tidak_disebut,tidak_disebut,Nasi goreng enak. Sesuai harga
67e22d96954e1d0c,istana_nasi_goreng,5,tidak_disebut,tidak_disebut,tidak_disebut,Oke
2b11f2459551b481,istana_nasi_goreng,4,positif,positif,tidak_disebut,"Enak, murah dan meriah"
d4b4049e06a06867,istana_nasi_goreng,5,positif,tidak_disebut,tidak_disebut,Istana nasi goreng ini sangat enak
af725097ad9cd3f9,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,"Terima kasih atas ulasan positif ini 🙏🏽🙏🏽🙏🏽
 …"
ce05b29a0ecc5012,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,"Terimakasih ulasan baiknya 
Dan di tunggu kedatangan selanjutnya 
🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽 …"
8429c38a150af77d,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Nasgor legend di kota Medan dan ada jual martabak telur versi india terenak di Medan. Mantapp
9dcc5d2f5e8307a0,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terima kasih 🙏🏽 🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽 …
49f3641152411193,nasi_goreng_komdak,4,tidak_disebut,positif,tidak_disebut,Rumah makan nasi goreng Komdak yg sudah terkenal dikota medan..khususnya pada malam hari..tersedia aneka varian makanan juga...citarasa nasi goreng ok..harga terjangkau...pesan fresh orange juice ...
19c8e6578e4f4a3e,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"Katanya ini salah satu nasgor legend di Medan.
Kemarin saya coba makan yg ayam, ya oke sih rasa nya. Oke la yaa 😄
Trus katanya wajib coba es jeruk di sini. Memang es jeruk nya benar2 rasa nya dari jeruk asli.
Trus kemarin iseng coba sate kerang ternyata sate kerang nya enak..
Peyek kacang nya juga enak.
Mungkin next time mau coba tes makan sate madura nya soalnya banyak yg pesan itu juga 😆"
93bd6d1d23126189,nasi_goreng_komdak,4,netral,tidak_disebut,tidak_disebut,"untuk rasa nasi gorengnya lumayan sih tapi ga terlalu gimana gimana juga. jus pokat nya aku suka, lemakkk🥰"
fbdc842ad60d0fbb,nasi_goreng_komdak,1,netral,netral,netral,"Rasa Makanan biasa aja, tidak sesuai dengan harga nasi goreng 19rb/porsi. Pelayanan sangat tidak ramah terutama kasir nya. Kalau tidak ada perubahan saya jamin akan tutup pada waktunya. Hati-hati disini wajib beli minuman kalau ndak siap-siap kena jutekin pegawai dan kasirnya"
4be675cbb9ec7bb6,nasi_goreng_komdak,3,tidak_disebut,tidak_disebut,tidak_disebut,Terima kasih
c73b6e2e2099748b,nasi_goreng_komdak,2,tidak_disebut,tidak_disebut,tidak_disebut,Kurang nyaman makan di tempat
58db29d49b51cfa0,nasi_goreng_komdak,3,tidak_disebut,tidak_disebut,negatif,"Salah satu nasgor terenak di kota medan, sering beli take away. tapi harus selalu makan hati lihat sikap perempuan yg terima orderan. sombong, ngmg sama dia seolah2 ngmg sama pohon pisang 🤣. untung saja sudah bertahun2 masih tetap jadi karyawan. mau gimana lagi sikapnya kalau jadi bos."
6e4a01e8baf8e850,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Kalau jalan ke medan salah satu tempat makan legend yang wajib dikunjungi..letaknya di zainul arifin...dekat sun plaza dan gereja ..dan depan kuil hindu...bagi saya nasi gorengnya terasa pas di lidah dari sekian tempat nasi goreng yang ada...cari parkir di sebelah kiri badan jalan agak ke depan dari tempat nasi goreng..kalau parkir di depan toko agak repot apalagi kalau rame..buka sore ampe tengah malam
7caad172aede88fa,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,sesuaikan lidahmu.
793a0f4171d22339,nasi_goreng_komdak,2,tidak_disebut,tidak_disebut,negatif,Kasir jutek
10ba58a55b56af93,nasi_goreng_komdak,1,netral,tidak_disebut,negatif,"Ga mau panjang lebar.

Rasa nya meh, cendrung mid, gw udh keliling bbrp daerah di indonesia, nyobain nasgor, untuk yang ini tipikal sama aja rasanya sama nasgor lain dikota medan.

Hospitality nya, awal masuk enak, pas mau bayar buset, berasa kayak gw nyusahin kasirnya satu turunan, orang bayar wak, ga nyusahin lu juga, tinggal terima duit aja respon nya macam orang nyusahin satu turunannya. Itu cicinya kalo ga niat jaga kasir, suruh orang lain aja, not good for business lah.
Ada level jutek, nah itu kasir nya diatas level jutek.

Sekian"
e25eed040aa58532,nasi_goreng_komdak,3,negatif,tidak_disebut,tidak_disebut,"Penyajian cepat, nasi gorengnya agak asin"
9afc909c3ebaf91e,nasi_goreng_komdak,4,netral,tidak_disebut,tidak_disebut,"Nasi goreng nya yg saya rasakan biasa aja.
Perbedaan yg saya liat kemasan bungkus yg berbeda dari yg lain menggunakan daun pisang ."
18dc6d5ae3b766cc,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Nasgor asli ini enaknya dibuang aja masyaallah
018d6fff491935cf,nasi_goreng_komdak,4,tidak_disebut,tidak_disebut,tidak_disebut,"Orang-orang datang ke sini untuk makan nasi goreng (makan malam) dan dulunya nasi goreng di sini adalah yang terbaik. Itu terjadi di tahun 90-an. Sebagian besar waktu, nasgor (nasi goreng) di sini memang yang terbaik. Tapi entah kenapa, kalau dibawa pulang, rasanya kurang enak. Pesan jus jeruk di sini dan lauk pauk lainnya seperti sate dan martabak untuk melengkapi hidangan Anda. Meja-meja mungkin penuh hampir setiap malam (akhir pekan)."
d6ae14d26f71f126,nasi_goreng_komdak,4,netral,tidak_disebut,tidak_disebut,"Ini nasi goreng legend, seperti nya sudah ada sebelum sun plaza ada.

Menurut saya, dari masa ke masa, ada perubahan rasa dari nasi goreng ini. Mungkin karena yang menggoreng beda, mungkin juga karena yang nenikmati  berubah kriteria.

Kali ini saya makan nasgor ini saya merasa rasa beda dengan yang dulu."
f16ef1f6e01da893,nasi_goreng_komdak,1,tidak_disebut,negatif,negatif,Gak ada ramah sama sekali. Pelayanan kasar porsi nasi sedikit harga mahal. Skip jauh jauh pas datang kecewa pelayanan 👎
75827d7a58e1c689,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Makasih 🙏🏽🙏🏽🙏🏽 …
0b7e5bba2005e8a4,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terima kasih 🙏🏽🙏🏽🙏🏽 …
e86a8e6caddb375d,nasi_goreng_komdak,4,tidak_disebut,tidak_disebut,tidak_disebut,Terimakasih
a5c855a81416c174,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Langganan sejak awal tahun 2000an
fffaecacdb7e62fb,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Enak semua dengan vibes riuh ramai serunya
17ecf563103ab0a8,nasi_goreng_komdak,3,tidak_disebut,tidak_disebut,tidak_disebut,"nasi goreng blue band, telur blue band.. serasa makan blue band"
7584538f4ca81dba,nasi_goreng_komdak,4,tidak_disebut,tidak_disebut,tidak_disebut,Makasih 🙏🏽🙏🏽🙏🏽 …
0ccb5793d9a94688,nasi_goreng_komdak,5,netral,tidak_disebut,tidak_disebut,"nasi gorengnya bumbunya berasa, paling suka sama sate ayam maduranya.."
707c0165fdd5087f,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Nasi gorengnya enak, porsi pas, es jeruknya juga segerrr, tempat ramaiii sekali"
8b1e19515377a7b7,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"Kuliner legendaris saat Anda mengunjungi Kota Medan. Makanan terbaiknya adalah nasi goreng, disajikan dengan remah roti yang lezat atau telur mata sapi. Namun, sedikit yang tahu, sate juga enak, dijual tepat di sebelahnya."
3b7f638cbc97c4c4,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Makasih 🙏🏽🙏🏽🙏🏽 …
9eacd8f795ae5518,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Makasih 🙏🏽🙏🏽🙏🏽 …
c83e924b9e0c78b7,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terimakasih
d1dcbff80698c169,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Makasih ko 🙏🏽🙏🏽🙏🏽 …
87fe295cdd65f23c,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Makasih 🙏🏽🙏🏽 …
3be53aff77c30841,nasi_goreng_komdak,4,tidak_disebut,tidak_disebut,tidak_disebut,Terlalu ramai dan berasap...
f380c019313d6e45,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terima kasih 🙏🙏🙏 …
3281d45534a4d0c0,nasi_goreng_komdak,4,negatif,tidak_disebut,tidak_disebut,"Nasi goreng yang bukanya di malam hari hingga tengah malam, Parkiran mobil sangat terbatas dan kondisi depan jalanan sangat macet di weekend.

Rasa nasi gorengnya standar tetapi unik karena ada rasa menteganya, tetapi untuk bumbu nasi gorengnya terasa kurang nendang. Restoran ini juga menjual sate madura apabila ingin memesan makanan selain nasi goreng."
c445bfa6d4c088f0,nasi_goreng_komdak,5,positif,positif,positif,"Salah satu rekomendasi nasi goreng di kota ini. Nasi gorengnya lezat, rasanya khas, bermentega, dan dibungkus daun pisang. Cocok untuk dibawa pulang. Harganya terjangkau dan pelayanannya juga oke.

Lokasinya juga strategis, dekat dengan Sun Plaza, tempat wisata, dan beberapa tempat kuliner lainnya. Patut dicoba."
a460636049fd689e,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"sebagai pendatang di kota medan katanya wajib coba salah satu nasi goreng legendaris di medan.
soal rasa kembali ke selera masing2,kalau soal suasana & tempat sudah banyak yg review.
tidak hanya jual nasi goreng ada juga sate, roti cane, dll.
waktu kesini pesan sate juga,rasanya juga cukup enak."
38fc8b0fd374baf7,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terima kasih 🙏🙏🙏🙏 …
2a4737475b8d5355,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Dagingnya enak, tpi nasgor kureng. Kurang mantul, mungkin bakal survey nashortlain"
bc632c8e32abb858,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terima kasih
4a977bd5ac3fb8cb,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,Nasi gorengnya enak
d631507361ff8a66,nasi_goreng_komdak,4,tidak_disebut,positif,tidak_disebut,harga murah sesuai kualitas
9e01f54816a87e0a,nasi_goreng_komdak,4,tidak_disebut,tidak_disebut,tidak_disebut,Rekomended.
d3a76ba9fd786f33,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Top markotop
296a21494e2decb2,nasi_goreng_komdak,5,negatif,tidak_disebut,tidak_disebut,"Rasa nasi gorengnya menjadi legenda membuat makan satu piring terasa kurang.

Rasa Es  jeruk 🍊 nya juara sebagai teman bersantap.

Hanya saja ... Kapasitas rumah makannya perlu ditingkatkan untuk menampung lebih banyak pengunjung."
70237a4623298348,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Untuk rasa ya enak, cuma utk makan ditempat kurang pas, krn sering rame, mending beli bungkus."
cc8821739132fbaa,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Nasi goreng enak. Dibungkus pakai daun pisang. Saran ambil telurnya pakai jepitan agar tidak kontak langsung dengan tangan
caf1a2b8986ba3d9,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Mantap nasi goreng nya
ea4418496aa13e93,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,👌
c009a5a4d29e0027,nasi_goreng_komdak,1,negatif,tidak_disebut,tidak_disebut,"Beli via grab, daging sapi nya basi. Sangat kecewa"
be062e4f5d936a02,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terimakasih 🙏🙏🙏🙏🙏🙏 …
487d7d3c1611bec3,nasi_goreng_komdak,5,positif,positif,tidak_disebut,"Rasa nasi gorengnya gurih, ditambah telor dan potongan daging cincang. Minumnya pakai es jeruk biar seger. Harga cukup terjangkau."
875a40c3a6d997b7,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terimakasih 🙏 ke  …
160fc55845b2229d,nasi_goreng_komdak,4,positif,positif,tidak_disebut,Menunya banyak rasanya standar harga terjangkau
ead9bb4ad25b5be6,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Nasgor, Mie Rebus, Sate, dan  Es Jeruk  enak dan mantap👍👍"
453659c7eddfcda4,nasi_goreng_komdak,4,positif,tidak_disebut,positif,"Fried rice legend nih langganan gw but the taste biasa aja sih kadang enak kadang kurang.kalo ke sini selain pesan nasgornya pesan mie rebusnya but not bad,sate madura sapi is good..best nya orange juice.Good service tapi suasana nya panas yaa"
df7139320adeb85d,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Nasgor Legend, gw demen sm rasa yg rempahnya berasaaaa"
5e824df312628aa1,nasi_goreng_komdak,1,positif,negatif,negatif,"19 rb untuk nasgor gini, bener2 ga worth it

Apalagi pelayanan karyawannya, cuek bgt."
9a86097c37488a8b,nasi_goreng_komdak,3,netral,tidak_disebut,tidak_disebut,Nasgor nya biasa aja sih..
983c0f6dddbb10bd,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Restoran legend dikota Medan
Untuk rasa nasi goreng sebenarnya biasa saja, kebanyakan orang makan disini karena faktor nostalgia.
Es jeruk nya juara 👍"
6d65a880530ee6c3,nasi_goreng_komdak,1,netral,netral,tidak_disebut,"Harga utk naik,kualitas jauh dr dulu dulu.. apalagi pembelian tgl 22 sept 2023.. nasi benyek, lembek. Tak ada enaknya. Dulu sering makan dstu tapi gak separah ini.. menyesal harga 19rb tp kualitas kyk harga 7rb"
a4420e160d90dc6c,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Terimakasih 🙏 …
baef18367b838aa5,nasi_goreng_komdak,1,tidak_disebut,tidak_disebut,tidak_disebut,Terdpt seperti bulu² halus di pinggir piring berisi nasgor.
0f6c8d6018006c87,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Suasana jaman dulu nya masih berasa kalau masuk ke sini.
2e51a0a07ff391c6,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Mantap
2a08948bdbb9f0f1,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"SNI, standar nasigoreng Indonesia, mgkn karna sdh legend. Tpi boleh la buat mengenang..mantap"
e3905945fb761baa,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,negatif,Ada bayar parkirnya tak  ?
45ea5e60338742b9,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,nasi goreng sama es jeruk nya enak
cbd3e7d75aa57fb6,nasi_goreng_komdak,4,netral,tidak_disebut,tidak_disebut,Porsinya kurang banyak. Rasa mayan lah
9ea6e48e1877cd83,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Street food yang paling asyik di Medan. Harga bersahabat, porsi pas, rasa berkelas.

Hanya saja kebersihan meja, kursi, lantai, tempat masak, dll harus diperhatikan."
a07530df0af004e2,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"Enak, tp sangat riwehhh tempatnya tidak mendukungg..."
d584fa0d1fae9ffa,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Dari kecil emang uda langganan....emang legend soal nasi goreng di medan
43c406ab37669ea0,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Rasanya enak tdk seperti rasa nasi goreng di jawa timur, bumbu gak terlalu strong dan rasanya pas menurut saya. 2 hari makan malam ini terus."
d84bb0b8be77db16,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Mantul ! 👍👍
d222907c17b535a7,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Sanagat recomended
7a024737c22116a5,nasi_goreng_komdak,4,tidak_disebut,tidak_disebut,tidak_disebut,Masih mempertahankan rasanya spt dulu..
a8725fbca05f6d87,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"Nasi gorengnya enak, porsi nasinya buat saya cukup, jus jeruk perasnya sangat recomended."
cb2afc8d0a3b39f8,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Oc
90c5490c103b3317,nasi_goreng_komdak,5,netral,tidak_disebut,tidak_disebut,Rata-rata
6e1204e9d149f66d,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,sesuai selera
09bf8743fd8b2581,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Makanan enak
27588c224ecde77b,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Bgusss
a466a59fe7f00d44,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Mantab
8588b19fbb9ad5a4,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Salah satu nasi goreng legendaris di kota Medan
72fad667e7890393,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,nasi goreng legend di kota medan
def15f83bba9f916,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Makanan dan minuman enak
3cc0247bbac515b5,nasi_goreng_komdak,3,netral,tidak_disebut,tidak_disebut,"Makanannya biasa-biasa saja
Layanan pun tidak ada kertas menu
Suasana lantainya kotor"
335a17ec2f5c82bc,nasi_goreng_komdak,1,tidak_disebut,tidak_disebut,tidak_disebut,"Kalau menurut saya sich GK cocok di lidah saya kurang bersih tempat nya,,,,,jorok"
9cb082d7afed8e09,nasi_goreng_komdak,5,positif,tidak_disebut,positif,"Nasi goreng nya enak apa lagi daging sapi nya, juara sih kakak kasirnya ramah banget, bukan cuma nasi goreng aja tapi ada sate dan yang lain juga."
173978f838592416,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,"Saran aja Pak/bu.. alangkah baik tempat makan nya di perluas. Tempat parkir mobil dijadikan tempat makan backdoor, khusus parkir ojol sdh pas di samping, menurut saya tmpt makan di dalam terlalu sempit..
Sekian saran dari saya Terima kasih 🙏"
881eba5c0435a89b,nasi_goreng_komdak,2,negatif,tidak_disebut,tidak_disebut,"nasi goreng rasa mentega, hambar"
400f47ef12cc51f3,nasi_goreng_komdak,5,tidak_disebut,tidak_disebut,tidak_disebut,Top markotop penjual si indah
4fe732d6f3b9a548,nasi_goreng_komdak,3,positif,netral,tidak_disebut,"Saya makan nasi goreng komdak dari th 1986 rp 5000. Menu daging banyak yg masak enak..
Seiring berjalan waktu yg masak silih berganti daging ngak ada rasa sedang saja...."
5d3fef843d95eb41,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,Nasi goreng dengan aroma yg khas dan terasa banget perpaduan dengan margarine serta ada telur dasarnya dengan topping ayam semur ato sapi semur.dan sebelahnya juga jual sate maknyus juga dan ada martabak
f21c61a4ea335e22,nasi_goreng_komdak,4,positif,tidak_disebut,tidak_disebut,"Nasi goreng Enak tapi tidak istimewa, penyajian cepat, es jeruk nya enak"
d72de6f1865c5ade,nasi_goreng_komdak,5,positif,tidak_disebut,tidak_disebut,"Seperti biasa, enak dan citarasa nasi goreng legend, sate madura nya juga enak dan sudah jualan 20 tahun lebih"
